"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"42181099999","2021-01-01","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  51.6","24","  43.2","24","9999.9"," 0","999.9"," 0","  0.5","24","  2.4","24","  6.0","999.9","  64.4","*","  39.4"," "," 0.00","I","999.9","100000"
"42181099999","2021-01-02","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  57.9","24","  47.7","24","9999.9"," 0","999.9"," 0","  0.8","24","  4.8","24","  8.9","999.9","  66.2","*","  49.1"," "," 0.02","G","999.9","010000"
"42181099999","2021-01-03","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  57.4","24","  55.9","24","9999.9"," 0","999.9"," 0","  0.5","24","  4.6","24"," 11.1","999.9","  66.9"," ","  52.5"," "," 0.71","G","999.9","110010"
"42181099999","2021-01-04","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  62.2","24","  60.3","24","9999.9"," 0","999.9"," 0","  0.6","24","  4.3","24","  9.9","999.9","  68.0","*","  54.1"," "," 0.20","G","999.9","110010"
"42181099999","2021-01-05","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  62.5","24","  60.9","24","9999.9"," 0","999.9"," 0","  1.1","24","  4.2","24"," 11.1","999.9","  68.7"," ","  57.9"," "," 0.47","G","999.9","010010"
"42181099999","2021-01-06","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  61.5","24","  60.5","24","9999.9"," 0","999.9"," 0","  0.4","24","  4.4","24","  7.0","999.9","  66.6"," ","  58.1"," "," 0.39","G","999.9","110010"
"42181099999","2021-01-07","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  59.9","24","  57.1","24","9999.9"," 0","999.9"," 0","  0.6","24","  3.2","24","  6.0","999.9","  66.2","*","  53.6","*"," 0.20","G","999.9","100000"
"42181099999","2021-01-08","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  56.1","24","  53.8","24","9999.9"," 0","999.9"," 0","  0.8","24","  2.9","24","  5.1","999.9","  65.8"," ","  52.2"," "," 0.00","G","999.9","000000"
"42181099999","2021-01-09","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  58.0","24","  55.7","24","9999.9"," 0","999.9"," 0","  0.6","24","  5.3","24","  8.0","999.9","  66.2","*","  50.0","*"," 0.00","I","999.9","000000"
"42181099999","2021-01-10","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  50.4","24","  46.8","24","9999.9"," 0","999.9"," 0","  0.9","24","  6.4","24","  8.9","999.9","  66.6"," ","  44.6","*"," 0.00","I","999.9","100000"
"42181099999","2021-01-11","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  52.1","24","  47.6","24","9999.9"," 0","999.9"," 0","  0.9","24","  4.8","24","  8.9","999.9","  60.8","*","  44.6","*"," 0.00","I","999.9","100000"
"42181099999","2021-01-12","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  51.0","20","  46.6","20","1017.9"," 4","999.9"," 0","  0.7","20","  2.9","20","  8.0","999.9","  60.8","*","  42.1"," "," 0.00","I","999.9","100000"
"42181099999","2021-01-13","28.5665","77.103088","236.82","INDIRA GANDHI INTERNATIONAL, IN","  49.9","20","  45.5","20","9999.9"," 0","999.9"," 0","  0.6","20","  1.8","20","  6.0","999.9","  60.8","*","  40.3"," "," 0.00","I","999.9","100000"
