"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"43158099999","2021-01-21","16.85","74.6","549.0","SANGLI, IN","  81.7"," 4","  65.1"," 4","1010.0"," 4","949.7"," 4","  4.3"," 4","  0.2"," 4","  1.0","999.9","  90.9"," ","  65.1"," "," 0.00","I","999.9","000000"
